pedido_ref,cliente_phone,cliente_codigo,product_code,nombre,cantidad_solicitada,precio_unitario,lista_precios_id,notas,is_mock,es_pedido_abierto,promo_aplicada
P-00001,5493587905250,25001,6,BARRAS DE CEREAL ORIGINAL 15X23 GR,3,13616.00,2,Pedido: 3 1 (normalizado: 69 1; equiv: 3 1),true,false,false
P-00067,5493513952681,25023,10091,SINFONIA THINS 1X95GRS GAONA,3,705.50,4,Pedido: 3 1 (normalizado: 3 1; equiv: 3 1),true,false,false
P-00067,5493513952681,25023,10029,TE VERDE HURLINGHAM X25 SAQ. S/S,2,518.50,4,Pedido: 2 1 (normalizado: 50 1; equiv: 2 1),true,false,false
P-00067,5493513952681,25023,306,PERA 500ml X12 PLACER,2,6689.50,4,Pedido: 2 1 (normalizado: 24 1; equiv: 2 1),true,false,false
P-00068,5493513952681,25023,10116,ANILLO LIMON 1X220GRS GAONA,3,1130.50,4,Pedido: 3 1 (normalizado: 3 1; equiv: 3 1),true,false,false
P-00068,5493513952681,25023,10112,CHIPS CHOCOLATE 1X230GRS GAONA,1,1232.50,4,Pedido: 1 1 (normalizado: 1 1; equiv: 1 1),true,false,false
P-00068,5493513952681,25023,10071,CUBICUB LEMON PIE 1X100GRS GAONA,2,807.50,4,Pedido: 2 1 (normalizado: 2 1; equiv: 2 1),true,false,false
P-00069,5493513952681,25023,10034,VAGONETA GATOS X10KG,5,14688.00,4,Pedido: 5 1 (normalizado: 5 1; equiv: 5 1),true,false,false
P-00069,5493513952681,25023,10074,CUBICUB VOLCAN DE CHOCOLATE 1X100GRS GAONA,5,807.50,4,Pedido: 5 1 (normalizado: 5 1; equiv: 5 1),true,false,false
P-00070,5493414799650,25024,9,BARRAS DE CEREAL YOGUR FRUTILLA 15X23GR,3,11840.00,1,Pedido: 3 1 (normalizado: 45 1; equiv: 3 1),true,false,false
P-00070,5493414799650,25024,10098,MAGDALENA COCO RELL. DDL 1X215GRS GAONA,4,1850.00,1,Pedido: 4 1 (normalizado: 4 1; equiv: 4 1),true,false,false
P-00070,5493414799650,25024,302,GUARANA 3 lts. X 6 MANAOS,1,10800.00,1,Pedido: 1 1 (normalizado: 6 1; equiv: 1 1),true,false,false
P-00070,5493414799650,25024,10079,SINFONIA CHOCOLATE 1X100GRS GAONA,4,830.00,1,Pedido: 4 1 (normalizado: 4 1; equiv: 4 1),true,false,false
P-00071,5493414799650,25024,229,ATUN BAHIA AL NAT. DESM. 170 GR,2,1550.00,1,Pedido: 2 1 (normalizado: 2 1; equiv: 2 1),true,false,false
P-00071,5493414799650,25024,347,NARANJA 200 CC X18 PINDAPOY,5,9340.00,1,Pedido: 5 1 (normalizado: 90 1; equiv: 5 1),true,false,false
P-00072,5493414799650,25024,10119,MASITA COCO 1X220GRS GAONA,2,1330.00,1,Pedido: 2 1 (normalizado: 2 1; equiv: 2 1),true,false,false
P-00072,5493414799650,25024,361,F-NANDITO VII SIMPLE 1 LITRO X6,2,6040.00,1,Pedido: 2 1 (normalizado: 12 1; equiv: 2 1),true,false,false
P-00072,5493414799650,25024,314,MULTIFRUTA 1.5 lts. X6 PLACER,1,7480.00,1,Pedido: 1 1 (normalizado: 6 1; equiv: 1 1),true,false,false
P-00073,5492992500733,25025,472,TONICA SIN AZÚCAR MANAOS 2.25 LTS.,2,13144.50,2,Pedido: 2 1 (normalizado: 2 1; equiv: 2 1),true,false,false
P-00073,5492992500733,25025,10084,SINFONIA COCO Y DDL 1X100GRS GAONA,2,954.50,2,Pedido: 2 1 (normalizado: 2 1; equiv: 2 1),true,false,false
P-00073,5492992500733,25025,459,OREGANO BASILIA 1 X 25 GR,1,425.50,2,Pedido: 1 1 (normalizado: 25 1; equiv: 1 1),true,false,false
P-00073,5492992500733,25025,10168,ATUN BAHIA DESMENUZADO AL ACEITE 170G,3,1782.50,2,Pedido: 3 1 (normalizado: 3 1; equiv: 3 1),true,false,false
P-00074,5492992500733,25025,10073,CUBICUB VAINILLA 1X100GRS GAONA,5,1092.50,2,Pedido: 5 1 (normalizado: 5 1; equiv: 5 1),true,false,false
P-00074,5492992500733,25025,10118,MANTECADITAS 1X220GRS GAONA,2,1529.50,2,Pedido: 2 1 (normalizado: 2 1; equiv: 2 1),true,false,false
P-00074,5492992500733,25025,10047,POMELO ROSADO 1.5 LTS X6 PLACER,5,8602.00,2,Pedido: 5 1 (normalizado: 30 1; equiv: 5 1),true,false,false
P-00074,5492992500733,25025,10166,CERVEZA PURA MALTA SMITH 44 LATA 6X473 ML,2,12788.00,2,Pedido: 2 1 (normalizado: 12 1; equiv: 2 1),true,false,false
P-00075,5492992500733,25025,80000,ADELANTO CTA CTE,1,1.15,2,Pedido: 1 1 (normalizado: 1 1; equiv: 1 1),true,false,false
P-00075,5492992500733,25025,10042,MANAOS LATA NARANJA X6 UNIDADES,3,6509.00,2,Pedido: 3 1 (normalizado: 18 1; equiv: 3 1),true,false,false
P-00075,5492992500733,25025,456,AJI MOLIDO BASILIA 1 X 25GR,5,494.50,2,Pedido: 5 1 (normalizado: 5 1; equiv: 5 1),true,false,false
P-00076,5492615139305,25026,235,SARDINA BAHIA ACEITE Y AGUA 125 GR,1,1440.00,3,Pedido: 1 1 (normalizado: 1 1; equiv: 1 1),true,false,false
P-00076,5492615139305,25026,440,PAPAS FRITAS 5X90G OVNI,2,7263.00,3,Pedido: 2 1 (normalizado: 10 1; equiv: 2 1),true,false,false
P-00077,5492615139305,25026,10138,VALENCIANO SURTIDO 1X150GRS,5,702.00,3,Pedido: 5 1 (normalizado: 5 1; equiv: 5 1),true,false,false
P-00077,5492615139305,25026,5,COPOS DE MAIZ TRADICIONALES 1X150 GR,4,855.00,3,Pedido: 4 1 (normalizado: 4 1; equiv: 4 1),true,false,false
P-00078,5492615139305,25026,469,PIZZETAS GALÁCTICAS X 100GR OVNI,1,1233.00,3,Pedido: 1 1 (normalizado: 1 1; equiv: 1 1),true,false,false
P-00079,5492618861463,25027,10048,CRUNCHIPS MINI 1X70GRS GAONA,1,595.00,4,Pedido: 1 1 (normalizado: 1 1; equiv: 1 1),true,false,false
P-00079,5492618861463,25027,281,COLA 600ml X 12 MANAOS,4,7956.00,4,Pedido: 4 1 (normalizado: 48 1; equiv: 4 1),true,false,false
P-00080,5492618861463,25027,10113,CHIPS DDL 1X200GRS GAONA,5,1232.50,4,Pedido: 5 1 (normalizado: 5 1; equiv: 5 1),true,false,false
P-00080,5492618861463,25027,10030,BOLDO HURLINGHAM X25 SAQ. S/S,5,858.50,4,Pedido: 5 1 (normalizado: 125 1; equiv: 5 1),true,false,false
P-00080,5492618861463,25027,281,COLA 600ml X 12 MANAOS,5,7956.00,4,Pedido: 5 1 (normalizado: 60 1; equiv: 5 1),true,false,false
P-00080,5492618861463,25027,10023,YERBA MATE NATURA SELEC. ESPECIAL 500 G,3,2728.50,4,Pedido: 3 1 (normalizado: 3 1; equiv: 3 1),true,false,false
P-00081,5492618861463,25027,10078,SINFONIA LIMON 1X100GRS GAONA,5,705.50,4,Pedido: 5 1 (normalizado: 5 1; equiv: 5 1),true,false,false
P-00082,5493812941974,25028,10142,NARANJA 1.5 LTS X 6 MANAOS,2,7750.00,1,Pedido: 2 1 (normalizado: 12 1; equiv: 2 1),true,false,false
P-00082,5493812941974,25028,10106,MAGDALENA VAINILLA RELL. CHOCOLATE 1X200GRS GAONA,4,1850.00,1,Pedido: 4 1 (normalizado: 4 1; equiv: 4 1),true,false,false
P-00082,5493812941974,25028,10169,LOMITO DE ATUN AL NATURAL BAHIA 170G,5,3040.00,1,Pedido: 5 1 (normalizado: 5 1; equiv: 5 1),true,false,false
P-00083,5493812941974,25028,10115,ANILLO COCO 1X220GRS GAONA,3,1330.00,1,Pedido: 3 1 (normalizado: 3 1; equiv: 3 1),true,false,false
P-00084,5493812941974,25028,10087,SINFONIA DUO FRUTILLA C/CREMA 1X50GRS GAONA,3,500.00,1,Pedido: 3 1 (normalizado: 3 1; equiv: 3 1),true,false,false
P-00084,5493812941974,25028,10114,CHIPS COLORES 1X200GRS GAONA,4,1450.00,1,Pedido: 4 1 (normalizado: 4 1; equiv: 4 1),true,false,false
P-00084,5493812941974,25028,10044,MANAOS LATA TÓNICA X6 UNIDADES,2,5660.00,1,Pedido: 2 1 (normalizado: 12 1; equiv: 2 1),true,false,false
P-00085,5493817404433,25029,317,AGUA c/ GAS 600ml X12 VILLA MANAOS,5,6819.50,2,Pedido: 5 1 (normalizado: 60 1; equiv: 5 1),true,false,false
P-00085,5493817404433,25029,10105,MAGDALENA VAINILLA RELL. DDL 1X200GRS GAONA,4,2127.50,2,Pedido: 4 1 (normalizado: 4 1; equiv: 4 1),true,false,false
P-00085,5493817404433,25029,10164,CERVEZA PILSEN SAMBA LATA 6X473ML,3,8337.50,2,Pedido: 3 1 (normalizado: 18 1; equiv: 3 1),true,false,false
P-00086,5493817404433,25029,318,AGUA 2 lts. X6 VILLA MANAOS,4,5796.00,2,Pedido: 4 1 (normalizado: 24 1; equiv: 4 1),true,false,false
P-00086,5493817404433,25029,10060,SABORES DE LA VIDA AVENA/COCO/CHIPS DDL 1X160GRS G,3,1403.00,2,Pedido: 3 1 (normalizado: 3 1; equiv: 3 1),true,false,false
P-00086,5493817404433,25029,10078,SINFONIA LIMON 1X100GRS GAONA,5,954.50,2,Pedido: 5 1 (normalizado: 5 1; equiv: 5 1),true,false,false
P-00087,5493817404433,25029,10086,SINFONIA (CLASICA) VAINILLA 1X50GRS GAONA,3,575.00,2,Pedido: 3 1 (normalizado: 3 1; equiv: 3 1),true,false,false
P-00087,5493817404433,25029,10082,SINFONIA DUO DOS CHOCOLATES 1X100GRS GAONA,5,954.50,2,Pedido: 5 1 (normalizado: 5 1; equiv: 5 1),true,false,false
P-00088,5493419686914,25030,10141,LIMA LIMON 1.5 LTS X 6 MANAOS,3,6975.00,3,Pedido: 3 1 (normalizado: 18 1; equiv: 3 1),true,false,false
P-00088,5493419686914,25030,10083,SINFONIA NARANJA/CHOCOLATE 1X100GRS GAONA,5,747.00,3,Pedido: 5 1 (normalizado: 5 1; equiv: 5 1),true,false,false
P-00089,5493419686914,25030,10051,CRUNCHIPS COLORES 1X132GRS GAONA,1,1098.00,3,Pedido: 1 1 (normalizado: 1 1; equiv: 1 1),true,false,false
P-00090,5493419686914,25030,307,ANANA 500ml X12 PLACER,3,7083.00,3,Pedido: 3 1 (normalizado: 36 1; equiv: 3 1),true,false,false
P-00090,5493419686914,25030,10085,SINFONIA CHOCOLATE 1X50GRS GAONA,5,450.00,3,Pedido: 5 1 (normalizado: 5 1; equiv: 5 1),true,false,false
P-00090,5493419686914,25030,10076,SINFONIA (CLASICA) AGRUPADA 4X50GRS GAONA,1,1395.00,3,Pedido: 1 1 (normalizado: 4 1; equiv: 1 1),true,false,false
P-00091,5493518648263,25031,10101,MAGDALENA LIMON 1X200GRS GAONA,1,1572.50,4,Pedido: 1 1 (normalizado: 1 1; equiv: 1 1),true,false,false
P-00092,5493518648263,25031,10024,YERBA MATE NATURA ORGANICA 500 G,4,2337.50,4,Pedido: 4 1 (normalizado: 4 1; equiv: 4 1),true,false,false
P-00092,5493518648263,25031,361,F-NANDITO VII SIMPLE 1 LITRO X6,3,5134.00,4,Pedido: 3 1 (normalizado: 18 1; equiv: 3 1),true,false,false
P-00093,5493518648263,25031,10141,LIMA LIMON 1.5 LTS X 6 MANAOS,5,6587.50,4,Pedido: 5 1 (normalizado: 30 1; equiv: 5 1),true,false,false
P-00093,5493518648263,25031,10092,SINFONIA THINS 1X50GRS GAONA,5,425.00,4,Pedido: 5 1 (normalizado: 5 1; equiv: 5 1),true,false,false
P-00093,5493518648263,25031,10075,CUBICUB BON 1X100GRS GAONA,3,807.50,4,Pedido: 3 1 (normalizado: 3 1; equiv: 3 1),true,false,false
P-00093,5493518648263,25031,10131,ALAMESA TOSTADAS DE ARROZ CLÁSICAS 1X150GRS GAONA,5,1615.00,4,Pedido: 5 1 (normalizado: 5 1; equiv: 5 1),true,false,false
P-00094,5493516216782,25032,10130,ALAMESA TOSTADA LIGHT 1X200GRS GAONA,4,1420.00,1,Pedido: 4 1 (normalizado: 4 1; equiv: 4 1),true,false,false
P-00094,5493516216782,25032,10071,CUBICUB LEMON PIE 1X100GRS GAONA,4,950.00,1,Pedido: 4 1 (normalizado: 4 1; equiv: 4 1),true,false,false
P-00094,5493516216782,25032,10092,SINFONIA THINS 1X50GRS GAONA,3,500.00,1,Pedido: 3 1 (normalizado: 3 1; equiv: 3 1),true,false,false
P-00094,5493516216782,25032,314,MULTIFRUTA 1.5 lts. X6 PLACER,2,7480.00,1,Pedido: 2 1 (normalizado: 12 1; equiv: 2 1),true,false,false
P-00095,5493516216782,25032,380,DURAZNO 1 LITRO PINDAPOY,4,14550.00,1,Pedido: 4 1 (normalizado: 4 1; equiv: 4 1),true,false,false
P-00096,5493516216782,25032,436,PALITOS SALADO 5X150G OVNI,5,5720.00,1,Pedido: 5 1 (normalizado: 25 1; equiv: 5 1),true,false,false
P-00096,5493516216782,25032,10074,CUBICUB VOLCAN DE CHOCOLATE 1X100GRS GAONA,4,950.00,1,Pedido: 4 1 (normalizado: 4 1; equiv: 4 1),true,false,false
P-00096,5493516216782,25032,10110,BIZCOCHO SALADO 1X180GRS GAONA,3,890.00,1,Pedido: 3 1 (normalizado: 3 1; equiv: 3 1),true,false,false
P-00096,5493516216782,25032,10062,SABORES DE LA VIDA AVENA/CACAO/MIEL 1X160GRS GAONA,5,1220.00,1,Pedido: 5 1 (normalizado: 5 1; equiv: 5 1),true,false,false
P-00097,5492612780568,25033,10079,SINFONIA CHOCOLATE 1X100GRS GAONA,1,954.50,2,Pedido: 1 1 (normalizado: 1 1; equiv: 1 1),true,false,false
P-00098,5492612780568,25033,10057,SABORES DE LA VIDA AVENA/PASAS 1X160GRS GAONA,4,1403.00,2,Pedido: 4 1 (normalizado: 4 1; equiv: 4 1),true,false,false
P-00098,5492612780568,25033,10099,MAGDALENA FIESTA CHOCO 1X200GRS GAONA,3,2127.50,2,Pedido: 3 1 (normalizado: 3 1; equiv: 3 1),true,false,false
P-00099,5492612780568,25033,379,DURAZNO 200 CC X18 PINDAPOY,1,10741.00,2,Pedido: 1 1 (normalizado: 18 1; equiv: 1 1),true,false,false
P-00099,5492612780568,25033,10096,MAGDALENA CHOCO RELL. DDL 1X215GRS GAONA,3,2127.50,2,Pedido: 3 1 (normalizado: 3 1; equiv: 3 1),true,false,false
P-00100,5493582639964,25034,10009,MAYONESA NATURA 20X125GR,3,13950.00,3,Pedido: 3 1 (normalizado: 60 1; equiv: 3 1),true,false,false
P-00100,5493582639964,25034,305,MANZANA 500ml X12 PLACER,3,7083.00,3,Pedido: 3 1 (normalizado: 36 1; equiv: 3 1),true,false,false
P-00100,5493582639964,25034,4,COPOS DE MAIZ AZUCARADOS 1X200 GR,2,1134.00,3,Pedido: 2 1 (normalizado: 2 1; equiv: 2 1),true,false,false
P-00101,5493582639964,25034,10127,ALAMESA MINI TOSTADAS DE ARROZ 1X120GRS GAONA,1,1584.00,3,Pedido: 1 1 (normalizado: 1 1; equiv: 1 1),true,false,false
P-00101,5493582639964,25034,293,MANZANA 2.25 LTS. X 6 MANAOS,1,7857.00,3,Pedido: 1 1 (normalizado: 6 1; equiv: 1 1),true,false,false
P-00102,5493582639964,25034,302,GUARANA 3 lts. X 6 MANAOS,2,9720.00,3,Pedido: 2 1 (normalizado: 12 1; equiv: 2 1),true,false,false
P-00103,5493814729528,25035,322,MULTIFRUTA 1 LITRO X8 PINDAPOY,3,12367.50,4,Pedido: 3 1 (normalizado: 24 1; equiv: 3 1),true,false,false
P-00103,5493814729528,25035,289,COLA 2.25 lts. X 6 MANAOS,4,9639.00,4,Pedido: 4 1 (normalizado: 24 1; equiv: 4 1),true,false,false
P-00104,5493814729528,25035,10095,MAGDALENA BICOLOR 1X200GRS GAONA,1,1572.50,4,Pedido: 1 1 (normalizado: 1 1; equiv: 1 1),true,false,false
P-00105,5493814729528,25035,460,PIMIENTA NEGRA MOLIDA BASILIA 1 X 25 GR,5,467.50,4,Pedido: 5 1 (normalizado: 125 1; equiv: 5 1),true,false,false
P-00105,5493814729528,25035,314,MULTIFRUTA 1.5 lts. X6 PLACER,4,6358.00,4,Pedido: 4 1 (normalizado: 24 1; equiv: 4 1),true,false,false
P-00106,5493876922419,25036,314,MULTIFRUTA 1.5 lts. X6 PLACER,1,7480.00,1,Pedido: 1 1 (normalizado: 6 1; equiv: 1 1),true,false,false
P-00106,5493876922419,25036,10054,CRUNCHIPS DARK 1X132GRS GAONA,2,1220.00,1,Pedido: 2 1 (normalizado: 2 1; equiv: 2 1),true,false,false
P-00106,5493876922419,25036,440,PAPAS FRITAS 5X90G OVNI,2,8070.00,1,Pedido: 2 1 (normalizado: 10 1; equiv: 2 1),true,false,false
P-00106,5493876922419,25036,361,F-NANDITO VII SIMPLE 1 LITRO X6,1,6040.00,1,Pedido: 1 1 (normalizado: 6 1; equiv: 1 1),true,false,false
P-00107,5493876922419,25036,10079,SINFONIA CHOCOLATE 1X100GRS GAONA,5,830.00,1,Pedido: 5 1 (normalizado: 5 1; equiv: 5 1),true,false,false
P-00107,5493876922419,25036,10123,PEPA BATATA 1X300GRS GAONA,5,1450.00,1,Pedido: 5 1 (normalizado: 5 1; equiv: 5 1),true,false,false
P-00107,5493876922419,25036,80000,ADELANTO CTA CTE,5,1.00,1,Pedido: 5 1 (normalizado: 5 1; equiv: 5 1),true,false,false
P-00107,5493876922419,25036,10118,MANTECADITAS 1X220GRS GAONA,4,1330.00,1,Pedido: 4 1 (normalizado: 4 1; equiv: 4 1),true,false,false
P-00108,5493876922419,25036,10135,VALENCIANO PEPAS 1X150GRS,2,780.00,1,Pedido: 2 1 (normalizado: 2 1; equiv: 2 1),true,false,false
P-00108,5493876922419,25036,453,PALITOS GALÁCTICO 1X150G OVNI,2,1630.00,1,Pedido: 2 1 (normalizado: 2 1; equiv: 2 1),true,false,false
P-00108,5493876922419,25036,296,LIMA LIMON 3 LTS. X 6 MANAOS,5,10800.00,1,Pedido: 5 1 (normalizado: 30 1; equiv: 5 1),true,false,false
P-00109,5492618889598,25037,10049,CRUNCHIPS DDL 1X132GRS GAONA,5,1403.00,2,Pedido: 5 1 (normalizado: 5 1; equiv: 5 1),true,false,false
P-00110,5492618889598,25037,302,GUARANA 3 lts. X 6 MANAOS,2,12420.00,2,Pedido: 2 1 (normalizado: 12 1; equiv: 2 1),true,false,false
P-00110,5492618889598,25037,10078,SINFONIA LIMON 1X100GRS GAONA,2,954.50,2,Pedido: 2 1 (normalizado: 2 1; equiv: 2 1),true,false,false
P-00110,5492618889598,25037,10058,SABORES DE LA VIDA AVENA/CHIPS 1X160GRS GAONA,2,1403.00,2,Pedido: 2 1 (normalizado: 2 1; equiv: 2 1),true,false,false
P-00111,5492618889598,25037,10079,SINFONIA CHOCOLATE 1X100GRS GAONA,5,954.50,2,Pedido: 5 1 (normalizado: 5 1; equiv: 5 1),true,false,false
P-00111,5492618889598,25037,306,PERA 500ml X12 PLACER,3,9050.50,2,Pedido: 3 1 (normalizado: 36 1; equiv: 3 1),true,false,false
P-00111,5492618889598,25037,10098,MAGDALENA COCO RELL. DDL 1X215GRS GAONA,2,2127.50,2,Pedido: 2 1 (normalizado: 2 1; equiv: 2 1),true,false,false
P-00111,5492618889598,25037,10102,MAGDALENA RELL. FRUTILLA 1X215GRS GAONA,2,2127.50,2,Pedido: 2 1 (normalizado: 2 1; equiv: 2 1),true,false,false
P-00112,5492615021286,25038,10042,MANAOS LATA NARANJA X6 UNIDADES,1,5094.00,3,Pedido: 1 1 (normalizado: 6 1; equiv: 1 1),true,false,false
P-00112,5492615021286,25038,296,LIMA LIMON 3 LTS. X 6 MANAOS,5,9720.00,3,Pedido: 5 1 (normalizado: 30 1; equiv: 5 1),true,false,false
P-00112,5492615021286,25038,10146,CUBICUB DOS CHOCOLATES 1X100 GR GAONA,4,855.00,3,Pedido: 4 1 (normalizado: 4 1; equiv: 4 1),true,false,false
P-00113,5492615021286,25038,316,AGUA 600ml X12 VILLA MANAOS,2,5355.00,3,Pedido: 2 1 (normalizado: 24 1; equiv: 2 1),true,false,false
P-00113,5492615021286,25038,10069,CUBICUB DUO FRUTILLA C/CREMA 1X100GRS GAONA,5,855.00,3,Pedido: 5 1 (normalizado: 5 1; equiv: 5 1),true,false,false
P-00113,5492615021286,25038,10070,CUBICUB FRUTILLA 1X100GRS GAONA,1,855.00,3,Pedido: 1 1 (normalizado: 1 1; equiv: 1 1),true,false,false
P-00113,5492615021286,25038,10167,CERVEZA PURA MALTA SMITH 44 BOTELLA 24X330 ML,3,45288.00,3,Pedido: 3 1 (normalizado: 72 1; equiv: 3 1),true,false,false
P-00114,5492615021286,25038,315,SODA SIFON 2 lts. X6 MANAOS,1,9441.00,3,Pedido: 1 1 (normalizado: 6 1; equiv: 1 1),true,false,false
P-00114,5492615021286,25038,10145,CHOCOLATADA CRUNCHIPS 1X300 GR GAONA,5,2133.00,3,Pedido: 5 1 (normalizado: 5 1; equiv: 5 1),true,false,false
P-00114,5492615021286,25038,10062,SABORES DE LA VIDA AVENA/CACAO/MIEL 1X160GRS GAONA,4,1098.00,3,Pedido: 4 1 (normalizado: 4 1; equiv: 4 1),true,false,false
P-00115,5493813520000,25039,10161,SURTIDO MANAOS 1.5 LITROS,2,6587.50,4,Pedido: 2 1 (normalizado: 2 1; equiv: 2 1),true,false,false
P-00115,5493813520000,25039,10072,CUBICUB ORIGINAL (AVELLANA) 1X100GRS GAONA,2,807.50,4,Pedido: 2 1 (normalizado: 2 1; equiv: 2 1),true,false,false
P-00115,5493813520000,25039,10120,MASITA LIMON 1X220GRS GAONA,2,1130.50,4,Pedido: 2 1 (normalizado: 2 1; equiv: 2 1),true,false,false
P-00116,5493813520000,25039,10099,MAGDALENA FIESTA CHOCO 1X200GRS GAONA,4,1572.50,4,Pedido: 4 1 (normalizado: 4 1; equiv: 4 1),true,false,false
P-00117,5493813520000,25039,10118,MANTECADITAS 1X220GRS GAONA,4,1130.50,4,Pedido: 4 1 (normalizado: 4 1; equiv: 4 1),true,false,false
P-00117,5493813520000,25039,308,MULTIFRUTA 500ml X12 PLACER,3,6689.50,4,Pedido: 3 1 (normalizado: 36 1; equiv: 3 1),true,false,false
P-00118,5492997489876,25040,10029,TE VERDE HURLINGHAM X25 SAQ. S/S,2,610.00,1,Pedido: 2 1 (normalizado: 50 1; equiv: 2 1),true,false,false
P-00118,5492997489876,25040,10140,COLA 1.5 LTS X 6 MANAOS,2,7750.00,1,Pedido: 2 1 (normalizado: 12 1; equiv: 2 1),true,false,false
P-00118,5492997489876,25040,320,NARANJA 1 LITRO X8 PINDAPOY,4,14550.00,1,Pedido: 4 1 (normalizado: 32 1; equiv: 4 1),true,false,false
P-00118,5492997489876,25040,472,TONICA SIN AZÚCAR MANAOS 2.25 LTS.,4,11430.00,1,Pedido: 4 1 (normalizado: 4 1; equiv: 4 1),true,false,false
P-00119,5492997489876,25040,459,OREGANO BASILIA 1 X 25 GR,3,370.00,1,Pedido: 3 1 (normalizado: 75 1; equiv: 3 1),true,false,false
P-00120,5492997489876,25040,308,MULTIFRUTA 500ml X12 PLACER,4,7870.00,1,Pedido: 4 1 (normalizado: 48 1; equiv: 4 1),true,false,false
P-00120,5492997489876,25040,9,BARRAS DE CEREAL YOGUR FRUTILLA 15X23GR,5,11840.00,1,Pedido: 5 1 (normalizado: 75 1; equiv: 5 1),true,false,false
P-00121,5492612928724,0,302,GUARANA 3 lts. X 6 MANAOS,5,12420.00,2,Pedido: 5 1 (normalizado: 30 1; equiv: 5 1),true,false,false
P-00122,5492612928724,0,10094,SINFONIA DDL 1X100GRS GAONA,1,954.50,2,Pedido: 1 1 (normalizado: 1 1; equiv: 1 1),true,false,false
P-00122,5492612928724,0,10042,MANAOS LATA NARANJA X6 UNIDADES,3,6509.00,2,Pedido: 3 1 (normalizado: 18 1; equiv: 3 1),true,false,false
P-00122,5492612928724,0,10168,ATUN BAHIA DESMENUZADO AL ACEITE 170G,2,1782.50,2,Pedido: 2 1 (normalizado: 2 1; equiv: 2 1),true,false,false
P-00122,5492612928724,0,10058,SABORES DE LA VIDA AVENA/CHIPS 1X160GRS GAONA,1,1403.00,2,Pedido: 1 1 (normalizado: 1 1; equiv: 1 1),true,false,false
P-00123,5492612928724,0,10109,BIZCOCHO AZUCARADO 1X180GRS GAONA,2,1023.50,2,Pedido: 2 1 (normalizado: 2 1; equiv: 2 1),true,false,false
P-00124,5492617236955,0,10120,MASITA LIMON 1X220GRS GAONA,3,1330.00,1,Pedido: 3 1 (normalizado: 3 1; equiv: 3 1),true,false,false
P-00125,5492617236955,0,316,AGUA 600ml X12 VILLA MANAOS,1,5950.00,1,Pedido: 1 1 (normalizado: 12 1; equiv: 1 1),true,false,false
P-00126,5492617236955,0,10160,POMELO ROSADO 500 ML PLACER,3,7870.00,1,Pedido: 3 1 (normalizado: 3 1; equiv: 3 1),true,false,false
P-00126,5492617236955,0,10113,CHIPS DDL 1X200GRS GAONA,4,1450.00,1,Pedido: 4 1 (normalizado: 4 1; equiv: 4 1),true,false,false
P-00126,5492617236955,0,10101,MAGDALENA LIMON 1X200GRS GAONA,1,1850.00,1,Pedido: 1 1 (normalizado: 1 1; equiv: 1 1),true,false,false
P-00127,5492617413812,0,10074,CUBICUB VOLCAN DE CHOCOLATE 1X100GRS GAONA,3,807.50,4,Pedido: 3 1 (normalizado: 3 1; equiv: 3 1),true,false,false
P-00127,5492617413812,0,470,SERRANITOS GALÁCTICOS 1X150GR OVNI,5,1385.50,4,Pedido: 5 1 (normalizado: 5 1; equiv: 5 1),true,false,false
P-00127,5492617413812,0,345,MANZANA 200 CC X18 PINDAPOY,1,7939.00,4,Pedido: 1 1 (normalizado: 18 1; equiv: 1 1),true,false,false
P-00127,5492617413812,0,433,MAIZ INFLADO / TUTUCA 5X200G OVNI,4,5771.50,4,Pedido: 4 1 (normalizado: 20 1; equiv: 4 1),true,false,false
P-00128,5492617413812,0,316,AGUA 600ml X12 VILLA MANAOS,1,5057.50,4,Pedido: 1 1 (normalizado: 12 1; equiv: 1 1),true,false,false
P-00128,5492617413812,0,10170,LOMITO DE ATUN EN ACEITE Y AGUA BAHIA 170G,3,2584.00,4,Pedido: 3 1 (normalizado: 3 1; equiv: 3 1),true,false,false
P-00129,5492617413812,0,337,NARANJA-DURAZNO S/ AZUCAR 2.25 LTS. X 6 MANAOS,2,9715.50,4,Pedido: 2 1 (normalizado: 12 1; equiv: 2 1),true,false,false
P-00130,5492998066543,0,310,POMELO 1.5 lts. X6 PLACER,5,6732.00,3,Pedido: 5 1 (normalizado: 30 1; equiv: 5 1),true,false,false
P-00130,5492998066543,0,10107,MINI BUDINES VAINILLA 1X180GRS GAONA,5,1665.00,3,Pedido: 5 1 (normalizado: 5 1; equiv: 5 1),true,false,false
P-00130,5492998066543,0,10096,MAGDALENA CHOCO RELL. DDL 1X215GRS GAONA,4,1665.00,3,Pedido: 4 1 (normalizado: 4 1; equiv: 4 1),true,false,false
P-00130,5492998066543,0,435,MANI SALADO 5X160G OVNI,2,5211.00,3,Pedido: 2 1 (normalizado: 10 1; equiv: 2 1),true,false,false
P-00131,5492998066543,0,10095,MAGDALENA BICOLOR 1X200GRS GAONA,3,1665.00,3,Pedido: 3 1 (normalizado: 3 1; equiv: 3 1),true,false,false
P-00131,5492998066543,0,10054,CRUNCHIPS DARK 1X132GRS GAONA,1,1098.00,3,Pedido: 1 1 (normalizado: 1 1; equiv: 1 1),true,false,false
P-00131,5492998066543,0,10058,SABORES DE LA VIDA AVENA/CHIPS 1X160GRS GAONA,4,1098.00,3,Pedido: 4 1 (normalizado: 4 1; equiv: 4 1),true,false,false
