pedido_ref,cliente_phone,cliente_codigo,product_code,nombre,cantidad_solicitada,precio_unitario,lista_precios_id,notas,is_mock,es_pedido_abierto,promo_aplicada
P-00001,5493587905250,25001,1162,LIMPIADOR ABRILLANTADOR DE METALES (INOXIDABLE Y ALUMINIO) — 5 L,4,5658.00,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00055,5493812941974,25028,1028,LAVANDINA EN GEL — 5 L,4,1290.00,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00056,5493812941974,25028,1035,DET. LAVAVAJILLA AMARILLO — 5 L,5,1580.00,1,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00056,5493812941974,25028,1235,DET. LAVAVAJILLAS AROMA LIMON — 5 L,1,1580.00,1,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00056,5493812941974,25028,25,CLORO AL 104% — 5 L,5,815.00,1,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00057,5493817404433,25029,1030,DESENG .BLANCO CREMOSO (CIF) — 5 L,4,2041.25,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00058,5493817404433,25029,1058,LIMPIADOR CONCENTRADO FLOR DE LIZ LECHOSO (VIOLETA) — 5 L,4,14950.00,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00059,5493419686914,25030,150,DIFUSOR CON VARILLAS VAINILLA - VAINILLA/COCO - VAINILLA-LIMON - FRUTOS ROJOS - UVA - CHICLES - CITRICOS - LIMON - LAVANDA-LAVANDA/LIMON - BAMBU - VAINILLA/NARANJA - CONIGLIO — UNIDAD,1,4140.00,3,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00059,5493419686914,25030,1101,PERF.BASE ALCOHOL COLONIA — 5 L,5,2646.00,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00059,5493419686914,25030,1013,JABON LÍQUIDO BLANCO B/E (CON BLANQUEADOR) — 5 L,3,1215.00,3,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00060,5493419686914,25030,1172,PERF.BASE ALCOHOL A + — 5 L,1,2646.00,3,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00061,5493518648263,25031,1031,DES.DESCARBONIZANTE SÓDICO (P/BANDEJA/FRITERAS) SUPER EFECTIVO — 5 L,5,2720.00,4,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00061,5493518648263,25031,1177,CLORO POLVO POTE ( DISOLUCION RAPIDA) — 5 KG,2,29282.50,4,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00062,5493518648263,25031,1014,APRESTO PLANCHADO 1+1 — 5 L,3,1151.75,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00062,5493518648263,25031,1083,INSECTICIDA PERFUMADO T/ FLIT (BASE SOLVENTE ) — 5 L,1,5312.50,4,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00063,5493516216782,25032,1013,JABON LÍQUIDO BLANCO B/E (CON BLANQUEADOR) — 5 L,4,1350.00,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00063,5493516216782,25032,1094,PERF.BASE ALCOCHOL TKT — 5 L,3,2940.00,1,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00063,5493516216782,25032,1015,DESMANCHADOR DE ROPA PRELAVADO CONCENTRADO — 5 L,1,4660.00,1,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00064,5493516216782,25032,1023,SHAMPOO ROPA FINA AMARILLO — 5 L,5,1410.00,1,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00064,5493516216782,25032,1146,ACEITE P/ANTORCHAS CON CITRONELLA — 5 L,1,6240.00,1,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00064,5493516216782,25032,2070,CIPERMETRINA P/ DILUIR ( K-OTRINA ) EMULSIONADA DILUSION 1/20 LTS — 1 L,5,16700.00,1,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00064,5493516216782,25032,1019,SUAVIZANTE AMARILLO — 5 L,4,980.00,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00065,5492612780568,25033,2015,DESMANCHADOR DE ROPA PRELAVADO CONCENTRADO — 1 L,3,7015.00,2,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00065,5492612780568,25033,1027,LAVANDINA GEL PREMIUM VERDE CON EUCALIPTUS — 5 L,5,1782.50,2,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00065,5492612780568,25033,1196,SUAVIZANTE LILA C/ MICROCAPSULAS (FROTAR ROPA) — 5 L,1,1552.50,2,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00066,5492612780568,25033,1124,FLIT CASA Y JARDIN — 5 L,4,3024.50,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00066,5492612780568,25033,1013,JABON LÍQUIDO BLANCO B/E (CON BLANQUEADOR) — 5 L,5,1552.50,2,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00066,5492612780568,25033,2170,LIMPIADOR CONCENTRADO CITRAL TRANSP. (VERDE) — 1 L,3,4312.50,2,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00066,5492612780568,25033,2058,LIMPIADOR CONCENTRADO FLOR DE LIZ LECHOSO (VIOLETA) — 1 L,3,4312.50,2,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00067,5493582639964,25034,1037,DET. LAVAVAJILLA CREMOSO — 5 L,5,1422.00,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00067,5493582639964,25034,1058,LIMPIADOR CONCENTRADO FLOR DE LIZ LECHOSO (VIOLETA) — 5 L,2,11700.00,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00068,5493582639964,25034,1009,JABON LÍQ. FUTURE ROSA B/E — 5 L,5,1080.00,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00068,5493582639964,25034,1018,SUAVIZANTE CELESTE — 5 L,3,882.00,3,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00069,5493814729528,25035,1011,JABON LÍQ.AZUL B/E — 5 L,3,1020.00,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00070,5493814729528,25035,1071,LIMPIADOR CONCENTRADO LAVANDA GLADE TRANSP. (VIOLETA) — 5 L,4,11050.00,4,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00070,5493814729528,25035,1009,JABON LÍQ. FUTURE ROSA B/E — 5 L,3,1020.00,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00070,5493814729528,25035,1137,DET. LAVAVAJILLA NARANJA — 5 L,1,1343.00,4,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00070,5493814729528,25035,1031,DES.DESCARBONIZANTE SÓDICO (P/BANDEJA/FRITERAS) SUPER EFECTIVO — 5 L,3,2720.00,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00071,5493876922419,25036,1101,PERF.BASE ALCOHOL COLONIA — 5 L,1,2940.00,1,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00072,5493876922419,25036,1031,DES.DESCARBONIZANTE SÓDICO (P/BANDEJA/FRITERAS) SUPER EFECTIVO — 5 L,3,3200.00,1,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00072,5493876922419,25036,1119,ENJUAGUE CAPILAR T /SEDAL (PH NEUTRO) — 5 L,5,2100.00,1,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00072,5493876922419,25036,1161,DESENG. MOTORES- GEL 1+2 — 5 L,1,3440.00,1,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00072,5493876922419,25036,1011,JABON LÍQ.AZUL B/E — 5 L,4,1200.00,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00073,5492618889598,25037,1022,SUAVIZANTE ROSA — 5 L,1,1127.00,2,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00074,5492618889598,25037,1235,DET. LAVAVAJILLAS AROMA LIMON — 5 L,1,1817.00,2,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00074,5492618889598,25037,1133,PERFUMES P/TAPIZADOS AUTOS — 5 L,4,3657.00,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00074,5492618889598,25037,1031,DES.DESCARBONIZANTE SÓDICO (P/BANDEJA/FRITERAS) SUPER EFECTIVO — 5 L,5,3680.00,2,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00075,5492615021286,25038,87,DESTAPACAÑERIAS — 5 L,3,1408.50,3,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00076,5492615021286,25038,1010,JABON LÍQ.VERDE C/QUITAMANCHA — 5 L,5,1215.00,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00076,5492615021286,25038,25,CLORO AL 104% — 5 L,5,733.50,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00077,5493813520000,25039,138,DET GASTRONOMICO ESPECIALIZADO X3 CONCENTRADO — 20 L,1,1602.25,4,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00077,5493813520000,25039,1077,CLORO POLVO POTE ( DISOLUCION RAPIDA) — 1 KG,4,6672.50,4,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00077,5493813520000,25039,1014,APRESTO PLANCHADO 1+1 — 5 L,1,1151.75,4,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00078,5493813520000,25039,2042,CERA ACRILICA NATURAL AUTOBRILLO — 1 L,3,8313.00,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00079,5492997489876,25040,1235,DET. LAVAVAJILLAS AROMA LIMON — 5 L,2,1580.00,1,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00079,5492997489876,25040,1164,JABON MANOS DESENGRASANTE P/ TALLERES — 5 L,5,5670.00,1,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00080,5492997489876,25040,1018,SUAVIZANTE CELESTE — 5 L,4,980.00,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00081,5492612928724,0,1125,JABON DE MANOS CREMOSO COCO — 5 L,2,2415.00,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00081,5492612928724,0,1028,LAVANDINA EN GEL — 5 L,4,1483.50,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00082,5492612928724,0,26,LAVANDINA AL 55% — 5 L,3,809.60,2,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00082,5492612928724,0,1040,CERA ACRILICA NEGRA AUTOBRILLO — 5 L,2,5175.00,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00083,5492617236955,0,1034,DET. LAVAVAJILLA FLUOR — 5 L,4,1580.00,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00083,5492617236955,0,1086,PERF.BASE ALCOHOL COLONIA BEBE — 5 L,2,2940.00,1,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00083,5492617236955,0,451,BIDON PLASTICO X 20LT — UNIDAD,4,5000.00,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00084,5492617236955,0,25,CLORO AL 104% — 5 L,2,815.00,1,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00084,5492617236955,0,2170,LIMPIADOR CONCENTRADO CITRAL TRANSP. (VERDE) — 1 L,1,3750.00,1,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00084,5492617236955,0,1119,ENJUAGUE CAPILAR T /SEDAL (PH NEUTRO) — 5 L,2,2100.00,1,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00084,5492617236955,0,1027,LAVANDINA GEL PREMIUM VERDE CON EUCALIPTUS — 5 L,1,1550.00,1,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00085,5492617413812,0,19,SUAVIZANTE AMARILLO — 20 L,3,680.00,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00085,5492617413812,0,1013,JABON LÍQUIDO BLANCO B/E (CON BLANQUEADOR) — 5 L,3,1147.50,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00085,5492617413812,0,26,LAVANDINA AL 55% — 5 L,1,598.40,4,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00086,5492617413812,0,1174,SHAMPOO PARA PERROS (PH NEUTRO) — 5 L,1,1683.00,4,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00086,5492617413812,0,2040,CERA ACRILICA NEGRA AUTOBRILLO — 1 L,5,5503.75,4,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00086,5492617413812,0,1058,LIMPIADOR CONCENTRADO FLOR DE LIZ LECHOSO (VIOLETA) — 5 L,2,11050.00,4,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00086,5492617413812,0,1011,JABON LÍQ.AZUL B/E — 5 L,1,1020.00,4,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00087,5492998066543,0,1113,ALCOHOL ETILICO SUELTO 96º — 5 L,3,2999.70,3,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00087,5492998066543,0,1009,JABON LÍQ. FUTURE ROSA B/E — 5 L,1,1080.00,3,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00087,5492998066543,0,1151,DES. INDUSTRIAL CREMOSO/GEL — 5 L,5,3096.00,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00087,5492998066543,0,1154,DESENG. GASTROMICO C/ BASE DE TERPERNO (GRASA ANIMAL/VEGETAL) — 5 L,4,5058.00,3,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00088,5492998066543,0,2070,CIPERMETRINA P/ DILUIR ( K-OTRINA ) EMULSIONADA DILUSION 1/20 LTS — 1 L,5,15030.00,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00089,5492999435946,0,1012,JABON LIQUIDO C/SUAVI. LILA B/E — 5 L,3,1215.00,3,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00090,5492999435946,0,1031,DES.DESCARBONIZANTE SÓDICO (P/BANDEJA/FRITERAS) SUPER EFECTIVO — 5 L,2,2880.00,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00091,5493416524997,0,1008,JABON LÍQUIDO VERDE B/E — 5 L,5,1200.00,1,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00091,5493416524997,0,1082,FLUIDO EXTRA — 5 L,5,6050.00,1,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00091,5493416524997,0,1058,LIMPIADOR CONCENTRADO FLOR DE LIZ LECHOSO (VIOLETA) — 5 L,2,13000.00,1,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00091,5493416524997,0,1013,JABON LÍQUIDO BLANCO B/E (CON BLANQUEADOR) — 5 L,1,1350.00,1,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00092,5493416524997,0,1086,PERF.BASE ALCOHOL COLONIA BEBE — 5 L,3,2940.00,1,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00093,5493517632424,0,1030,DESENG .BLANCO CREMOSO (CIF) — 5 L,1,1508.75,4,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00094,5493517632424,0,1154,DESENG. GASTROMICO C/ BASE DE TERPERNO (GRASA ANIMAL/VEGETAL) — 5 L,1,4777.00,4,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00094,5493517632424,0,1021,SUAVIZANTE BLANCO — 5 L,2,833.00,4,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00094,5493517632424,0,1012,JABON LIQUIDO C/SUAVI. LILA B/E — 5 L,4,1147.50,4,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00094,5493517632424,0,3075,ALGUICIDA CONCENTRADO 1+3 BIDON — 5 LT,5,32725.00,4,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00095,5493519107005,0,1178,MICROBIOCIDA ( CLORO POLVO 3 EN 1 ) POTE — 5 KG,1,49105.00,2,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00096,5493519107005,0,1076,PASTILLA DE CLORO TRIPLE ACCION 200 GR . — 1 KG,1,9430.00,2,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00096,5493519107005,0,1015,DESMANCHADOR DE ROPA PRELAVADO CONCENTRADO — 5 L,1,5359.00,2,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00097,5493874104594,0,450,BIDON POL. X 5 LTS — UNIDAD,2,2700.00,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00098,5493874104594,0,1016,LAVANDINA ROPA BLANCA — 5 L,4,832.50,3,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00098,5493874104594,0,1070,CIPERMETRINA P/ DILUIR ( K-OTRINA ) EMULSIONADA DILUSION 1/20 LTS — 5 L,4,12960.00,3,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00098,5493874104594,0,19,SUAVIZANTE AMARILLO — 20 L,4,720.00,3,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00098,5493874104594,0,2041,CERA ACRILICA ROJA AUTOBRILLO — 1 L,5,5827.50,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00099,5493876499570,0,1116,ALCOHOL EN GEL .(FORMULA SECADO RAPIDO) NO PEGAJOSO — 5 L,5,3832.95,2,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00099,5493876499570,0,1146,ACEITE P/ANTORCHAS CON CITRONELLA — 5 L,3,7176.00,2,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00099,5493876499570,0,1070,CIPERMETRINA P/ DILUIR ( K-OTRINA ) EMULSIONADA DILUSION 1/20 LTS — 5 L,1,16560.00,2,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00099,5493876499570,0,1125,JABON DE MANOS CREMOSO COCO — 5 L,3,2415.00,2,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00100,5493876499570,0,1083,INSECTICIDA PERFUMADO T/ FLIT (BASE SOLVENTE ) — 5 L,2,7187.50,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00101,5493587905250,25001,2300,DESENGRASANTE MOTORES FORCE X PREMIUM — 1 L,4,6848.25,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,true,false
P-00102,5493582641213,25002,1118,SHAMPOO T/SEDAL NACARADO (PH NEUTRO) — 5 L,2,1890.00,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,true,false
P-00102,5493582641213,25002,1070,CIPERMETRINA P/ DILUIR ( K-OTRINA ) EMULSIONADA DILUSION 1/20 LTS — 5 L,5,12960.00,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,true,false
P-00102,5493582641213,25002,1300,DESENGRASANTE MOTORES FORCE X PREMIUM — 5 L,4,4590.00,3,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,true,false
P-00102,5493582641213,25002,19,SUAVIZANTE AMARILLO — 20 L,1,720.00,3,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,true,false
P-00103,5492991227644,25003,1015,DESMANCHADOR DE ROPA PRELAVADO CONCENTRADO — 5 L,5,3961.00,4,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,true,false
P-00103,5492991227644,25003,1059,LIMPIADOR CONCENTRADO FRESCURAL LECHOSO (AMARILLO) — 5 L,2,11050.00,4,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,true,false
P-00104,5493418277249,25004,19,SUAVIZANTE AMARILLO — 20 L,4,800.00,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,true,false
P-00104,5493418277249,25004,1042,CERA ACRILICA NATURAL AUTOBRILLO — 5 L,5,8695.00,1,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,true,false
P-00105,5493587747641,25005,1132,JABON DE MANOS ANTIBACTERIAL ESPADOL TRANSP. AMARILLO — 5 L,1,2415.00,2,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,true,false
P-00106,5492614053074,25006,1018,SUAVIZANTE CELESTE — 5 L,5,882.00,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,true,false
P-00106,5492614053074,25006,1023,SHAMPOO ROPA FINA AMARILLO — 5 L,2,1269.00,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,true,false
