pedido_ref,cliente_phone,cliente_codigo,product_code,nombre,cantidad_solicitada,precio_unitario,lista_precios_id,notas,is_mock,es_pedido_abierto,promo_aplicada
P-00001,5493587905250,25001,F410,AGUA VIDA BAGGGIO MANZANA 1U X 1.5LT,1,1610.00,2,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00061,5493518648263,25031,F041,PAPEL HIG. X 1 X 50MTS,5,561.00,4,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00061,5493518648263,25031,F144,PAN BLANCO 1U X 315GR BOH,5,1640.50,4,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00062,5493518648263,25031,F144,PAN BLANCO 1U X 315GR BOH,1,1640.50,4,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00063,5493516216782,25032,F055,TAKIS FUEGO 1 P 140 G FLOW BAR EXP,1,3250.00,1,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00063,5493516216782,25032,F015,LIQ DESINF 1 X900CC ESENCIAL PINO,3,1034.00,1,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00063,5493516216782,25032,F361,MARLBORO PURPLE 12,1,3790.00,1,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00064,5493516216782,25032,F027,LIQ P LAVAR ROPA 1 X800 CLOW,1,1885.00,1,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00064,5493516216782,25032,F008,ALOE VERA LAVAVAJILLAS 1 X 750CC ESENCIAL,2,1273.00,1,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00065,5492612780568,25033,F121,FIDEO TIRABUZON SANTA ISABEL 1U X 500GR,4,851.00,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00065,5492612780568,25033,F003,LAVANDINA CONCENTRADA X 1L X 1 ESENCIAL,1,1173.00,2,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00065,5492612780568,25033,F060,TAKIS ORIGINAL 1P 49 FLOW BAR EXP,5,1564.00,2,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00066,5492612780568,25033,F201,YERBA PLAYADITO 1U X 1KG,1,4657.50,2,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00067,5493582639964,25034,F401,LUCKY RED 20,5,1962.00,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00067,5493582639964,25034,F055,TAKIS FUEGO 1 P 140 G FLOW BAR EXP,4,2925.00,3,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00067,5493582639964,25034,F008,ALOE VERA LAVAVAJILLAS 1 X 750CC ESENCIAL,2,1145.70,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00067,5493582639964,25034,F034,ALFAJOR GENIO TRIPLE NEGRO X 24U,2,7164.00,3,Pedido: 2 unidad (normalizado: 48 unidad; equiv: 2 unidad),true,false,false
P-00068,5493582639964,25034,F201,YERBA PLAYADITO 1U X 1KG,1,3645.00,3,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00069,5493814729528,25035,F015,LIQ DESINF 1 X900CC ESENCIAL PINO,4,878.90,4,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00070,5493814729528,25035,F034,ALFAJOR GENIO TRIPLE NEGRO X 24U,2,6766.00,4,Pedido: 2 unidad (normalizado: 48 unidad; equiv: 2 unidad),true,false,false
P-00070,5493814729528,25035,F401,LUCKY RED 20,3,1853.00,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00070,5493814729528,25035,F015,LIQ DESINF 1 X900CC ESENCIAL PINO,1,878.90,4,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00070,5493814729528,25035,F171,JUGO DE NARANJA PURA FRUTTA 1U X 1LT,3,2371.50,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00071,5493876922419,25036,F060,TAKIS ORIGINAL 1P 49 FLOW BAR EXP,5,1360.00,1,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00071,5493876922419,25036,F041,PAPEL HIG. X 1 X 50MTS,4,660.00,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00071,5493876922419,25036,F121,FIDEO TIRABUZON SANTA ISABEL 1U X 500GR,1,740.00,1,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00071,5493876922419,25036,F140,RAPIDITAS CLASIC 1U X 240GR,4,2100.00,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00072,5493876922419,25036,F227,YERBA PLAYADITO 1U X 500GR,1,2165.00,1,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00072,5493876922419,25036,F171,JUGO DE NARANJA PURA FRUTTA 1U X 1LT,2,2790.00,1,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00072,5493876922419,25036,F121,FIDEO TIRABUZON SANTA ISABEL 1U X 500GR,5,740.00,1,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00072,5493876922419,25036,F140,RAPIDITAS CLASIC 1U X 240GR,5,2100.00,1,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00073,5492618889598,25037,F401,LUCKY RED 20,2,2507.00,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00074,5492618889598,25037,F034,ALFAJOR GENIO TRIPLE NEGRO X 24U,1,9154.00,2,Pedido: 1 unidad (normalizado: 24 unidad; equiv: 1 unidad),true,false,false
P-00074,5492618889598,25037,F140,RAPIDITAS CLASIC 1U X 240GR,2,2415.00,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00074,5492618889598,25037,F048,ROLLO COCINA X3X50P,2,2127.50,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00075,5492615021286,25038,F041,PAPEL HIG. X 1 X 50MTS,4,594.00,3,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00075,5492615021286,25038,F410,AGUA VIDA BAGGGIO MANZANA 1U X 1.5LT,2,1260.00,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00076,5492615021286,25038,F003,LAVANDINA CONCENTRADA X 1L X 1 ESENCIAL,2,918.00,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00076,5492615021286,25038,F001,LAVANDINA COMUN X 1 LT X 1 SEDILE,5,720.00,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00076,5492615021286,25038,F041,PAPEL HIG. X 1 X 50MTS,1,594.00,3,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00076,5492615021286,25038,F171,JUGO DE NARANJA PURA FRUTTA 1U X 1LT,3,2511.00,3,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00077,5493813520000,25039,F001,LAVANDINA COMUN X 1 LT X 1 SEDILE,3,680.00,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00077,5493813520000,25039,F060,TAKIS ORIGINAL 1P 49 FLOW BAR EXP,2,1156.00,4,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00077,5493813520000,25039,F138,VAINILLAS 1U X 148G VALENTE,5,867.00,4,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00077,5493813520000,25039,F144,PAN BLANCO 1U X 315GR BOH,3,1640.50,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00078,5493813520000,25039,F041,PAPEL HIG. X 1 X 50MTS,1,561.00,4,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00078,5493813520000,25039,F048,ROLLO COCINA X3X50P,4,1572.50,4,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00078,5493813520000,25039,F001,LAVANDINA COMUN X 1 LT X 1 SEDILE,4,680.00,4,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00078,5493813520000,25039,F401,LUCKY RED 20,1,1853.00,4,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00079,5492997489876,25040,F027,LIQ P LAVAR ROPA 1 X800 CLOW,2,1885.00,1,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00079,5492997489876,25040,F055,TAKIS FUEGO 1 P 140 G FLOW BAR EXP,3,3250.00,1,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00079,5492997489876,25040,F003,LAVANDINA CONCENTRADA X 1L X 1 ESENCIAL,2,1020.00,1,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00079,5492997489876,25040,F361,MARLBORO PURPLE 12,3,3790.00,1,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00080,5492997489876,25040,F116,FIDEO SPAGHETTI MAROLIO 1U X 500GR,1,850.00,1,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00080,5492997489876,25040,F067,ARROZ MITAI CALIDAD 0000,4,550.00,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00081,5492612928724,0,F171,JUGO DE NARANJA PURA FRUTTA 1U X 1LT,1,3208.50,2,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00081,5492612928724,0,F140,RAPIDITAS CLASIC 1U X 240GR,4,2415.00,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00081,5492612928724,0,F355,MARLBORO BOX 20,1,7291.00,2,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00082,5492612928724,0,F355,MARLBORO BOX 20,3,7291.00,2,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00082,5492612928724,0,F281,BELDENT FRUTILLA X 20UN,2,16088.50,2,Pedido: 2 unidad (normalizado: 40 unidad; equiv: 2 unidad),true,false,false
P-00082,5492612928724,0,F227,YERBA PLAYADITO 1U X 500GR,1,2489.75,2,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00082,5492612928724,0,F140,RAPIDITAS CLASIC 1U X 240GR,2,2415.00,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00083,5492617236955,0,F201,YERBA PLAYADITO 1U X 1KG,1,4050.00,1,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00083,5492617236955,0,F037,TRAPO PISO BLANCO X1X60X50CM,4,1440.00,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00083,5492617236955,0,F140,RAPIDITAS CLASIC 1U X 240GR,4,2100.00,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00084,5492617236955,0,F121,FIDEO TIRABUZON SANTA ISABEL 1U X 500GR,2,740.00,1,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00084,5492617236955,0,F055,TAKIS FUEGO 1 P 140 G FLOW BAR EXP,1,3250.00,1,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00085,5492617413812,0,F008,ALOE VERA LAVAVAJILLAS 1 X 750CC ESENCIAL,5,1082.05,4,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00085,5492617413812,0,F355,MARLBORO BOX 20,3,5389.00,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00086,5492617413812,0,F361,MARLBORO PURPLE 12,2,3221.50,4,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00086,5492617413812,0,F201,YERBA PLAYADITO 1U X 1KG,5,3442.50,4,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00086,5492617413812,0,F401,LUCKY RED 20,2,1853.00,4,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00086,5492617413812,0,F227,YERBA PLAYADITO 1U X 500GR,5,1840.25,4,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00087,5492998066543,0,F121,FIDEO TIRABUZON SANTA ISABEL 1U X 500GR,2,666.00,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00087,5492998066543,0,F401,LUCKY RED 20,4,1962.00,3,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00088,5492998066543,0,F227,YERBA PLAYADITO 1U X 500GR,1,1948.50,3,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00088,5492998066543,0,F171,JUGO DE NARANJA PURA FRUTTA 1U X 1LT,2,2511.00,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00088,5492998066543,0,F116,FIDEO SPAGHETTI MAROLIO 1U X 500GR,5,765.00,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00089,5492999435946,0,F015,LIQ DESINF 1 X900CC ESENCIAL PINO,1,930.60,3,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00089,5492999435946,0,F041,PAPEL HIG. X 1 X 50MTS,5,594.00,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00089,5492999435946,0,F121,FIDEO TIRABUZON SANTA ISABEL 1U X 500GR,3,666.00,3,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00090,5492999435946,0,F281,BELDENT FRUTILLA X 20UN,2,12591.00,3,Pedido: 2 unidad (normalizado: 40 unidad; equiv: 2 unidad),true,false,false
P-00091,5493416524997,0,F144,PAN BLANCO 1U X 315GR BOH,5,1930.00,1,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00091,5493416524997,0,F060,TAKIS ORIGINAL 1P 49 FLOW BAR EXP,2,1360.00,1,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00092,5493416524997,0,F401,LUCKY RED 20,2,2180.00,1,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00092,5493416524997,0,F027,LIQ P LAVAR ROPA 1 X800 CLOW,5,1885.00,1,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00092,5493416524997,0,F171,JUGO DE NARANJA PURA FRUTTA 1U X 1LT,4,2790.00,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00093,5493517632424,0,F048,ROLLO COCINA X3X50P,4,1572.50,4,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00093,5493517632424,0,F201,YERBA PLAYADITO 1U X 1KG,4,3442.50,4,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00093,5493517632424,0,F041,PAPEL HIG. X 1 X 50MTS,3,561.00,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00094,5493517632424,0,F008,ALOE VERA LAVAVAJILLAS 1 X 750CC ESENCIAL,1,1082.05,4,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00095,5493519107005,0,F048,ROLLO COCINA X3X50P,2,2127.50,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00095,5493519107005,0,F001,LAVANDINA COMUN X 1 LT X 1 SEDILE,4,920.00,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00095,5493519107005,0,F401,LUCKY RED 20,4,2507.00,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00096,5493519107005,0,F027,LIQ P LAVAR ROPA 1 X800 CLOW,5,2167.75,2,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00096,5493519107005,0,F138,VAINILLAS 1U X 148G VALENTE,1,1173.00,2,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00096,5493519107005,0,F037,TRAPO PISO BLANCO X1X60X50CM,2,1656.00,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00097,5493874104594,0,F401,LUCKY RED 20,5,1962.00,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00098,5493874104594,0,F060,TAKIS ORIGINAL 1P 49 FLOW BAR EXP,4,1224.00,3,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00098,5493874104594,0,F138,VAINILLAS 1U X 148G VALENTE,4,918.00,3,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00098,5493874104594,0,F140,RAPIDITAS CLASIC 1U X 240GR,4,1890.00,3,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00098,5493874104594,0,F041,PAPEL HIG. X 1 X 50MTS,4,594.00,3,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00099,5493876499570,0,F008,ALOE VERA LAVAVAJILLAS 1 X 750CC ESENCIAL,4,1463.95,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00100,5493876499570,0,F361,MARLBORO PURPLE 12,4,4358.50,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00100,5493876499570,0,F027,LIQ P LAVAR ROPA 1 X800 CLOW,1,2167.75,2,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00100,5493876499570,0,F401,LUCKY RED 20,2,2507.00,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00100,5493876499570,0,F227,YERBA PLAYADITO 1U X 500GR,4,2489.75,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00101,5493418277249,25004,F001,LAVANDINA COMUN X 1 LT X 1 SEDILE,1,680.00,1,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad) - promo fase 2,true,true,true
P-00101,5493418277249,25004,F060,TAKIS ORIGINAL 1P 49 FLOW BAR EXP,1,1360.00,1,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,true,false
P-00101,5493418277249,25004,F140,RAPIDITAS CLASIC 1U X 240GR,4,2100.00,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,true,false
P-00102,5493587905250,25001,F048,ROLLO COCINA X3X50P,1,2127.50,2,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,true,false
P-00102,5493587905250,25001,F140,RAPIDITAS CLASIC 1U X 240GR,2,2415.00,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,true,false
P-00102,5493587905250,25001,F410,AGUA VIDA BAGGGIO MANZANA 1U X 1.5LT,4,1610.00,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,true,false
P-00103,5493582641213,25002,F227,YERBA PLAYADITO 1U X 500GR,4,1948.50,3,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,true,false
P-00103,5493582641213,25002,F116,FIDEO SPAGHETTI MAROLIO 1U X 500GR,5,765.00,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,true,false
P-00104,5492991227644,25003,F008,ALOE VERA LAVAVAJILLAS 1 X 750CC ESENCIAL,3,1082.05,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,true,false
P-00104,5492991227644,25003,F144,PAN BLANCO 1U X 315GR BOH,5,1640.50,4,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,true,false
P-00105,5493587747641,25005,F055,TAKIS FUEGO 1 P 140 G FLOW BAR EXP,1,3737.50,2,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,true,false
P-00106,5492614053074,25006,F015,LIQ DESINF 1 X900CC ESENCIAL PINO,5,930.60,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,true,false
