pedido_ref,cliente_phone,cliente_codigo,product_code,nombre,cantidad_solicitada,precio_unitario,lista_precios_id,notas,is_mock,es_pedido_abierto,promo_aplicada
P-00001,5493587905250,25001,BEL-ALM-001,Arroz 2 Hermanos x 5kg,2,8775.00,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00062,5493416986538,25021,BEL-CON-003,Champi x 800gr Caracas,3,5880.00,2,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00062,5493416986538,25021,BEL-ACE-014,Mayonesa Dánica 3kg,1,8847.60,2,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00063,5493416986538,25021,BEL-CON-006,Cóctel de Frutas x 820gr,3,3960.00,2,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00063,5493416986538,25021,BEL-CON-008,Lomito de Atún,2,3450.00,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00063,5493416986538,25021,BEL-QUE-012,Sardo Oro,3,15000.00,2,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00064,5492619239862,25022,BEL-ALM-003,Sal de Campo Don Burro,2,1500.00,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00064,5492619239862,25022,BEL-FIA-002,Jamón Cocido El Colonial,3,9024.00,3,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00064,5492619239862,25022,BEL-ACE-001,Aceite de Oliva x 2lt,3,17547.60,3,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00065,5492619239862,25022,BEL-QUE-001,Azul Sancarlina,3,13884.00,3,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00065,5492619239862,25022,BEL-QUE-004,Cheddar Pouch La Paulina,2,28440.00,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00065,5492619239862,25022,BEL-ACE-003,Aceituna Negra Fileteada x 5kg,1,24000.00,3,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00066,5492619239862,25022,BEL-FIA-004,Jamón Cocido Tacural,1,11176.80,3,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00066,5492619239862,25022,BEL-ACE-005,Aceituna Verde Fileteada x 5kg,3,22200.00,3,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00066,5492619239862,25022,BEL-ACE-008,Aceituna Verde N° 0 x 1kg,5,7800.00,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00067,5493513952681,25023,BEL-FIA-002,Jamón Cocido El Colonial,3,9024.00,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00067,5493513952681,25023,BEL-QUE-002,Cheddar Barra Spalen,4,8550.00,4,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00067,5493513952681,25023,BEL-BEB-001,Jugo de Naranja 5lt,4,22950.00,4,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00067,5493513952681,25023,BEL-FIA-009,Salame Natural Pig x Unidad,2,3900.00,4,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00068,5493513952681,25023,BEL-ALM-002,Azúcar x 10kg,3,16807.50,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00068,5493513952681,25023,BEL-CON-004,Choclo en Grano x 800gr,1,3720.00,4,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00068,5493513952681,25023,BEL-BEB-002,Jugo Limón x 5lt,3,8400.00,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00069,5493513952681,25023,BEL-ACE-012,Kétchup Dánica Individual,5,8692.80,4,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00069,5493513952681,25023,BEL-QUE-009,Pategrás Unión,4,10200.00,4,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00070,5493414799650,25024,BEL-CON-007,Durazno 820gr,5,2160.00,1,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00070,5493414799650,25024,BEL-QUE-007,Gruyere Oro,5,29604.00,1,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00070,5493414799650,25024,BEL-ACE-014,Mayonesa Dánica 3kg,3,8847.60,1,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00070,5493414799650,25024,BEL-QUE-012,Sardo Oro,2,15000.00,1,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00071,5493414799650,25024,BEL-QUE-003,Cheddar en Fetas,2,33075.00,1,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00071,5493414799650,25024,BEL-FIA-005,Jamón Crudo Tacural,4,20640.00,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00071,5493414799650,25024,BEL-ACE-007,Aceituna Verde N° 2 x 5kg,2,19800.00,1,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00071,5493414799650,25024,BEL-LAC-004,Manteca x 2.5kg Pilón,4,28552.50,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00072,5493414799650,25024,BEL-LAC-002,Crema La Paulina x 5kg,5,43284.00,1,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00072,5493414799650,25024,BEL-FIA-006,Jamonada La Tirolesa,4,4560.00,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00072,5493414799650,25024,BEL-ACE-013,Mayodan x 3kg,4,5846.40,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00072,5493414799650,25024,BEL-FIA-005,Jamón Crudo Tacural,4,20640.00,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00073,5492992500733,25025,BEL-ACE-002,Aceite x 10lt,4,26400.00,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00074,5492992500733,25025,BEL-QUE-011,Romano Unión,4,9840.00,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00074,5492992500733,25025,BEL-CON-003,Champi x 800gr Caracas,4,5880.00,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00074,5492992500733,25025,BEL-ACE-002,Aceite x 10lt,5,26400.00,2,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00074,5492992500733,25025,BEL-CON-005,Choclo Granos Amarillos x 3kg,4,13920.00,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00075,5492992500733,25025,BEL-QUE-013,Tybo Senda La Paulina,1,11581.20,2,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00076,5492615139305,25026,BEL-CON-001,Ananá x 800gr,4,5832.00,3,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00076,5492615139305,25026,BEL-ALM-004,Sal Fina Celusal 500gr,2,1200.00,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00077,5492615139305,25026,BEL-ALM-003,Sal de Campo Don Burro,5,1500.00,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00078,5492615139305,25026,BEL-QUE-002,Cheddar Barra Spalen,5,8550.00,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00078,5492615139305,25026,BEL-ACE-019,Vinagre x 5lt,2,7620.00,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00079,5492618861463,25027,BEL-QUE-003,Cheddar en Fetas,3,33075.00,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00079,5492618861463,25027,BEL-CON-004,Choclo en Grano x 800gr,2,3720.00,4,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00080,5492618861463,25027,BEL-QUE-012,Sardo Oro,5,15000.00,4,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00080,5492618861463,25027,BEL-FIA-006,Jamonada La Tirolesa,3,4560.00,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00080,5492618861463,25027,BEL-DUL-001,Pionono,4,2160.00,4,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00081,5492618861463,25027,BEL-ALM-004,Sal Fina Celusal 500gr,1,1200.00,4,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00081,5492618861463,25027,BEL-QUE-004,Cheddar Pouch La Paulina,4,28440.00,4,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00081,5492618861463,25027,BEL-FIA-002,Jamón Cocido El Colonial,2,9024.00,4,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00081,5492618861463,25027,BEL-ACE-019,Vinagre x 5lt,2,7620.00,4,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00082,5493812941974,25028,BEL-ACE-004,Aceituna Negra N° 2 x 5kg,2,23400.00,1,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00082,5493812941974,25028,BEL-FIA-007,Salame Milán La Tirolesa,2,10584.00,1,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00083,5493812941974,25028,BEL-ACE-014,Mayonesa Dánica 3kg,3,8847.60,1,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00083,5493812941974,25028,BEL-FIA-003,Jamón Cocido La Tirolesa,4,7398.00,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00083,5493812941974,25028,BEL-CON-012,Tomate Triturado Lata 8kg,1,7440.00,1,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00083,5493812941974,25028,BEL-LAC-003,Leche Cotapa Entera x 12lt,5,20160.00,1,Pedido: 5 unidad (normalizado: 60 unidad; equiv: 5 unidad),true,false,false
P-00084,5493812941974,25028,BEL-CON-005,Choclo Granos Amarillos x 3kg,1,13920.00,1,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00084,5493812941974,25028,BEL-BEB-001,Jugo de Naranja 5lt,3,22950.00,1,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00084,5493812941974,25028,BEL-CON-003,Champi x 800gr Caracas,4,5880.00,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00085,5493817404433,25029,BEL-FIA-009,Salame Natural Pig x Unidad,4,3900.00,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00085,5493817404433,25029,BEL-QUE-013,Tybo Senda La Paulina,4,11581.20,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00086,5493817404433,25029,BEL-BEB-002,Jugo Limón x 5lt,2,8400.00,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00087,5493817404433,25029,BEL-ACE-007,Aceituna Verde N° 2 x 5kg,1,19800.00,2,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00088,5493419686914,25030,BEL-ACE-012,Kétchup Dánica Individual,3,8692.80,3,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00088,5493419686914,25030,BEL-FIA-009,Salame Natural Pig x Unidad,5,3900.00,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00088,5493419686914,25030,BEL-ACE-013,Mayodan x 3kg,3,5846.40,3,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00089,5493419686914,25030,BEL-ACE-018,Salsa Golf Dánica 3kg,4,13054.50,3,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00089,5493419686914,25030,BEL-QUE-006,Cremoso La Paulina,2,8364.00,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00090,5493419686914,25030,BEL-QUE-011,Romano Unión,2,9840.00,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00090,5493419686914,25030,BEL-QUE-010,Queso Crema La Paulina,5,30266.40,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00090,5493419686914,25030,BEL-QUE-009,Pategrás Unión,4,10200.00,3,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00091,5493518648263,25031,BEL-QUE-006,Cremoso La Paulina,4,8364.00,4,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00091,5493518648263,25031,BEL-QUE-011,Romano Unión,1,9840.00,4,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00092,5493518648263,25031,BEL-QUE-013,Tybo Senda La Paulina,5,11581.20,4,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00092,5493518648263,25031,BEL-QUE-001,Azul Sancarlina,4,13884.00,4,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00092,5493518648263,25031,BEL-ACE-008,Aceituna Verde N° 0 x 1kg,4,7800.00,4,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00093,5493518648263,25031,BEL-QUE-013,Tybo Senda La Paulina,3,11581.20,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00093,5493518648263,25031,BEL-ACE-001,Aceite de Oliva x 2lt,2,17547.60,4,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00093,5493518648263,25031,BEL-ACE-009,Aceituna Verde N° 1 x 5kg,3,19800.00,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00094,5493516216782,25032,BEL-ACE-010,Aceituna Verde N° 3 x 5kg,3,13800.00,1,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00094,5493516216782,25032,BEL-FIA-006,Jamonada La Tirolesa,3,4560.00,1,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00095,5493516216782,25032,BEL-CON-010,Pulpa de Frutilla Emalubi x 1kg,4,4320.00,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00095,5493516216782,25032,BEL-ACE-016,Mostaza Dánica 3kg,5,6430.80,1,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00096,5493516216782,25032,BEL-QUE-005,Cheddar Pouch Spalen,3,16111.20,1,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00097,5492612780568,25033,BEL-ACE-011,Kétchup Dánica 3kg,3,8935.20,2,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00097,5492612780568,25033,BEL-QUE-001,Azul Sancarlina,5,13884.00,2,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00097,5492612780568,25033,BEL-QUE-009,Pategrás Unión,5,10200.00,2,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00097,5492612780568,25033,BEL-FIA-007,Salame Milán La Tirolesa,2,10584.00,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00098,5492612780568,25033,BEL-QUE-008,Muzzarella Unión,3,8760.00,2,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00098,5492612780568,25033,BEL-QUE-005,Cheddar Pouch Spalen,4,16111.20,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00098,5492612780568,25033,BEL-QUE-002,Cheddar Barra Spalen,5,8550.00,2,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00098,5492612780568,25033,BEL-BEB-001,Jugo de Naranja 5lt,1,22950.00,2,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00099,5492612780568,25033,BEL-FIA-003,Jamón Cocido La Tirolesa,1,7398.00,2,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00100,5493582639964,25034,BEL-BEB-002,Jugo Limón x 5lt,4,8400.00,3,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00100,5493582639964,25034,BEL-QUE-008,Muzzarella Unión,3,8760.00,3,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00100,5493582639964,25034,BEL-QUE-011,Romano Unión,5,9840.00,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00101,5493582639964,25034,BEL-ACE-007,Aceituna Verde N° 2 x 5kg,3,19800.00,3,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00101,5493582639964,25034,BEL-CON-012,Tomate Triturado Lata 8kg,3,7440.00,3,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00101,5493582639964,25034,BEL-CON-011,Tomate Triturado 4 x 2kg,5,7176.00,3,Pedido: 5 unidad (normalizado: 20 unidad; equiv: 5 unidad),true,false,false
P-00101,5493582639964,25034,BEL-QUE-006,Cremoso La Paulina,3,8364.00,3,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00102,5493582639964,25034,BEL-CON-005,Choclo Granos Amarillos x 3kg,4,13920.00,3,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00103,5493814729528,25035,BEL-ACE-012,Kétchup Dánica Individual,3,8692.80,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00104,5493814729528,25035,BEL-CON-004,Choclo en Grano x 800gr,5,3720.00,4,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00104,5493814729528,25035,BEL-QUE-003,Cheddar en Fetas,4,33075.00,4,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00105,5493814729528,25035,BEL-FIA-007,Salame Milán La Tirolesa,2,10584.00,4,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00105,5493814729528,25035,BEL-ACE-005,Aceituna Verde Fileteada x 5kg,1,22200.00,4,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00105,5493814729528,25035,BEL-ACE-007,Aceituna Verde N° 2 x 5kg,4,19800.00,4,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00105,5493814729528,25035,BEL-BEB-002,Jugo Limón x 5lt,1,8400.00,4,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00106,5493876922419,25036,BEL-FIA-005,Jamón Crudo Tacural,4,20640.00,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00106,5493876922419,25036,BEL-QUE-001,Azul Sancarlina,4,13884.00,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00106,5493876922419,25036,BEL-CON-004,Choclo en Grano x 800gr,3,3720.00,1,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00106,5493876922419,25036,BEL-ALM-002,Azúcar x 10kg,5,16807.50,1,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00107,5493876922419,25036,BEL-ACE-013,Mayodan x 3kg,4,5846.40,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00108,5493876922419,25036,BEL-CON-001,Ananá x 800gr,3,5832.00,1,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00108,5493876922419,25036,BEL-ACE-013,Mayodan x 3kg,1,5846.40,1,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00108,5493876922419,25036,BEL-CON-003,Champi x 800gr Caracas,4,5880.00,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00109,5492618889598,25037,BEL-CON-001,Ananá x 800gr,4,5832.00,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00109,5492618889598,25037,BEL-ACE-005,Aceituna Verde Fileteada x 5kg,2,22200.00,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00110,5492618889598,25037,BEL-ACE-019,Vinagre x 5lt,2,7620.00,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00111,5492618889598,25037,BEL-CON-001,Ananá x 800gr,5,5832.00,2,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00111,5492618889598,25037,BEL-FIA-002,Jamón Cocido El Colonial,1,9024.00,2,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00111,5492618889598,25037,BEL-CON-009,Morrón Finca de Santiago,4,4086.00,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00112,5492615021286,25038,BEL-ALM-003,Sal de Campo Don Burro,5,1500.00,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00112,5492615021286,25038,BEL-LAC-003,Leche Cotapa Entera x 12lt,1,20160.00,3,Pedido: 1 unidad (normalizado: 12 unidad; equiv: 1 unidad),true,false,false
P-00112,5492615021286,25038,BEL-LAC-001,Crema Doble Crema La Paulina x 5kg,3,49321.20,3,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00113,5492615021286,25038,BEL-ACE-017,Mostaza Dánica Individual,4,7422.00,3,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00113,5492615021286,25038,BEL-FIA-001,Bondiola Natural Pig,1,20027.90,3,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00113,5492615021286,25038,BEL-CON-001,Ananá x 800gr,4,5832.00,3,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00113,5492615021286,25038,BEL-LAC-002,Crema La Paulina x 5kg,3,43284.00,3,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00114,5492615021286,25038,BEL-FIA-005,Jamón Crudo Tacural,4,20640.00,3,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00114,5492615021286,25038,BEL-CON-011,Tomate Triturado 4 x 2kg,2,7176.00,3,Pedido: 2 unidad (normalizado: 8 unidad; equiv: 2 unidad),true,false,false
P-00114,5492615021286,25038,BEL-CON-001,Ananá x 800gr,2,5832.00,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00115,5493813520000,25039,BEL-ACE-018,Salsa Golf Dánica 3kg,3,13054.50,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00115,5493813520000,25039,BEL-CON-006,Cóctel de Frutas x 820gr,1,3960.00,4,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00115,5493813520000,25039,BEL-ACE-007,Aceituna Verde N° 2 x 5kg,5,19800.00,4,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00116,5493813520000,25039,BEL-ACE-002,Aceite x 10lt,3,26400.00,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00116,5493813520000,25039,BEL-BEB-001,Jugo de Naranja 5lt,2,22950.00,4,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00116,5493813520000,25039,BEL-LAC-003,Leche Cotapa Entera x 12lt,4,20160.00,4,Pedido: 4 unidad (normalizado: 48 unidad; equiv: 4 unidad),true,false,false
P-00116,5493813520000,25039,BEL-BEB-002,Jugo Limón x 5lt,5,8400.00,4,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00117,5493813520000,25039,BEL-ACE-004,Aceituna Negra N° 2 x 5kg,5,23400.00,4,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00117,5493813520000,25039,BEL-FIA-005,Jamón Crudo Tacural,1,20640.00,4,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00117,5493813520000,25039,BEL-ALM-002,Azúcar x 10kg,5,16807.50,4,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00118,5492997489876,25040,BEL-CON-006,Cóctel de Frutas x 820gr,1,3960.00,1,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00118,5492997489876,25040,BEL-LAC-004,Manteca x 2.5kg Pilón,3,28552.50,1,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00119,5492997489876,25040,BEL-ALM-003,Sal de Campo Don Burro,2,1500.00,1,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00119,5492997489876,25040,BEL-CON-001,Ananá x 800gr,3,5832.00,1,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00119,5492997489876,25040,BEL-ACE-003,Aceituna Negra Fileteada x 5kg,1,24000.00,1,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00119,5492997489876,25040,BEL-QUE-014,Tybo Unión,5,9000.00,1,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00120,5492997489876,25040,BEL-ALM-001,Arroz 2 Hermanos x 5kg,5,8775.00,1,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00121,5492612928724,0,BEL-QUE-010,Queso Crema La Paulina,1,30266.40,2,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00121,5492612928724,0,BEL-ALM-001,Arroz 2 Hermanos x 5kg,1,8775.00,2,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00121,5492612928724,0,BEL-ACE-007,Aceituna Verde N° 2 x 5kg,5,19800.00,2,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00121,5492612928724,0,BEL-DUL-001,Pionono,2,2160.00,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
